Item type	ID	dwc	reference_author	Editors	title	publication_name	actual_pub_date	pages	publisher	pub_place	URLs	DOI	Language
Journal Article	0	Tutt JW. Natural History of the British Lepidoptera. A textbook for Students and Collectors, 1. London-Berlin, 1: i-iv, 1-560 pp. doi: ttp://dx.doi.org/10.5962/bhl.title.59327. (1899).	Tutt, J. W.			Natural History of the British Lepidoptera. A textbook for Students and Collectors, 1	01/01/1899	1–560		London-Berlin	http://dx.doi.org/10.5962/bhl.title.59327	10.5962/bhl.title.59327	en
Journal Article	1	Scoble MJ. A revised cladistic classification of the Nepticulidae (Lepidoptera) with descriptions of new taxa mainly from South Africa. Transvaal Museum Monograph 2: 1-105. doi: http://hdl.handle.net/10499/AJ10150. (1983).	Scoble, M. J.		A revised cladistic classification of the Nepticulidae (Lepidoptera) with descriptions of new taxa mainly from South Africa	Transvaal Museum Monograph 2	01/01/1983	1–105			http://hdl.handle.net/10499/AJ10150		en
Miscellaneous	2	Frey H. Die Tineen und Pterophoren der Schweiz. Meyer & Zeller, Zürich: xii+430 pp. (1856).	Frey, H.			Die Tineen und Pterophoren der Schweiz	01/01/1856	430	Meyer & Zeller	Zürich			de
Journal Article	3	Meyrick E. Descriptions of Indian Micro-Lepidoptera, 4. Journal of the Bombay Natural History Society 17: 976-994. (1907).	Meyrick, E.		Descriptions of Indian Micro-Lepidoptera, 4	Journal of the Bombay Natural History Society 17	01/01/1907	976–994					en
Journal Article	4	Rebel H. Zwei neue Microlepidopteren aus Dalmatien. Zeitschrift des Österreichischen Entomologen-Vereines 18: 81-82. (1933).	Rebel, H.		Zwei neue Microlepidopteren aus Dalmatien	Zeitschrift des Österreichischen Entomologen-Vereines 18	01/01/1933	81–82					de
Miscellaneous	5	Spuler A, Meess A. Superfam. Tineides Aculeatae. In: Spuler A (Ed) Die Schmetterlinge Europas II Band. Schweizerbart, Stuttgart, 464-482, pl. 491. (1910).	Spuler, A., and A. Meess / Spuler, A., ed.	Spuler, A., ed.	Superfam. Tineides Aculeatae	Die Schmetterlinge Europas II Band	01/01/1910	464–482	Schweizerbart	Stuttgart			de
Book	6	Puplesis R. The Nepticulidae of eastern Europe and Asia. Western, central and eastern parts. Backhuys Publishers, Leiden: 290 pp. (1994).	Puplesis, R.			The Nepticulidae of eastern Europe and Asia. Western, central and eastern parts	01/01/1994	290	Backhuys Publishers	Leiden			en
Book	7	Stainton HT. Insecta Brittanica. Lepidoptera: Tineina. Lovell Reeve, London., London: viii, 313 pp. doi: 10.5962/bhl.title.9558. (1854).	Stainton, H. T.		Lepidoptera: Tineina	Insecta Brittanica	01/01/1854	313	Lovell Reeve	London	http://dx.doi.org/10.5962/bhl.title.9558	10.5962/bhl.title.9558	en
Journal Article	8	Meyrick E. Descriptions of South African Micro-Lepidoptera, 4. Annals of the Transvaal Museum 3: 267-336. (1913).	Meyrick, E.		Descriptions of South African Micro-Lepidoptera, 4	Annals of the Transvaal Museum 3	01/01/1913	267–336					en
Journal Article	9	Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 2: 1-32. (1916).	Meyrick, E.		Exotic Microlepidoptera 2	Exotic Microlepidoptera	01/01/1916	1–32					ja
Journal Article	10	Zimmermann F. Zur Kenntnis der Verbreitung der Nepticuliden in den Reichsgauen Wien und Niederdonau (Lepidopt.). Zeitschrift der Wiener Entomologischen Gesellschaft 29: 107-122. (1944).	Zimmermann, F.		Zur Kenntnis der Verbreitung der Nepticuliden in den Reichsgauen Wien und Niederdonau (Lepidopt.)	Zeitschrift der Wiener Entomologischen Gesellschaft 29	01/01/1944	107–122					de
Journal Article	11	Klimesch J. Neue Stigmella-Arten (Lep., Stigmellidae). Zeitschrift der Wiener Entomologischen Gesellschaft 31: 160-172, 161 pl. (1948).	Klimesch, J.		Neue Stigmella-Arten (Lep., Stigmellidae)	Zeitschrift der Wiener Entomologischen Gesellschaft 31	01/01/1948	160–172					de
Journal Article	12	Puplesis RK. Novye vidy moleï-malyutok (Lepidoptera, Nepticulidae) s yuga dal'nego vostoka i Tadzhikistana (New species of the nepticulid moths from Southern far east and Tadzhikistan). Trudy Zoologicheskogo Instituta Akademiya Nauk SSSR 134: 59-72. (1985).	Puplesis, R. K.		Novye vidy moleï-malyutok (Lepidoptera, Nepticulidae) s yuga dal'nego vostoka i Tadzhikistana (New species of the nepticulid moths from Southern far east and Tadzhikistan)	Trudy Zoologicheskogo Instituta Akademiya Nauk SSSR 134	01/01/1985	59–72					ru-Latn
Journal Article	13	Toll S. Jeszcze o krajowych gatunkach rozaju Nepticula Zell. (Noch über die heimischen Arten der Gattung Nepticula Zell.). Polskie Pismo Entomologiczne 13: 61-84. (1934).	Toll, S.		Jeszcze o krajowych gatunkach rozaju Nepticula Zell. (Noch über die heimischen Arten der Gattung Nepticula Zell)	Polskie Pismo Entomologiczne 13	01/01/1934	61–84					de
Journal Article	14	Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	van Nieukerken, E. J., C. Doorenweerd, R. J. B. Hoare, and D. R. Davis		Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea)	ZooKeys 628	01/01/2016	65–246			http://dx.doi.org/10.3897/zookeys.628.9799	10.3897/zookeys.628.9799	en
Book	15	Duponchel PAJ. Nocturnes, Supplément 4. In: Godart J-B (Ed) Histoire naturelle des Lépidoptères ou papillons de France. Méquignon-Marvis, Paris, li-xc, 9-554, pls 551-590. ([1842-1845]).	Duponchel, P. A. J.  / Godart, J. B., ed.	Godart, J. B., ed.	Nocturnes, Supplément 4	Histoire naturelle des Lépidoptères ou papillons de France	01/01/1842	9–554	Méquignon-Marvis	Paris			fr
Journal Article	16	Klimesch J. Nepticula (Levarchama) ortneri spec. nov. (Lept., Nepticulidae). Zeitschrift der Wiener Entomologischen Gesellschaft 36: 66-70. (1951).	Klimesch, J.		Nepticula (Levarchama) ortneri spec. nov	(Lept. , Nepticulidae).  Zeitschrift der Wiener Entomologischen Gesellschaft 36	01/01/1951	66–70					de
Journal Article	17	Fologne E. Nepticula ulmivora. Entomologist's Weekly Intelligencer 8: 92. (1860).	Fologne, E.		Nepticula ulmivora	Entomologist's Weekly Intelligencer 8	01/01/1860	92					zu
Journal Article	18	Thunberg CP. Dissertatio entomologica sistens insecta Svecica. Quorum partem septimam, Venia Exp. Ord. Med. Upsal. præside Carol. Pet. Thunberg, (...). Publico examini subjicit Gustavus Magnus Wenner, Holmiensis. In Audit. Botanico die 22 Dec. 1794. Joh. Fred. Edman, Upsala, 7: 83-98 pp. (1794).	Thunberg, C. P.		Dissertatio entomologica sistens insecta Svecica. Quorum partem septimam, Venia Exp. Ord. Med. Upsal. præside Carol. Pet. Thunberg, (...). Publico examini subjicit Gustavus Magnus Wenner, Holmiensis	Audit. Botanico die 22 Dec. 1794. Joh. Fred. Edman, Upsala, 7	22/12/1794	83–98					la
Journal Article	19	Klimesch J. Fomoria luisae n. sp. (Lep., Nepticulidae). Zeitschrift der Arbeitsgemeinschaft Österreichischer Entomologen 29: 89-91. (1978).	Klimesch, J.		Fomoria luisae n. sp (Lep., Nepticulidae)	Zeitschrift der Arbeitsgemeinschaft Österreichischer Entomologen 29	01/01/1978	89–91					de
Journal Article	20	Mey W. Nepticulidae (Lepidoptera, Nepticuloidea). - In: W. Mey (Ed.), The Lepidoptera of the Brandberg Massif in Namibia Part 1. Esperiana Memoir 1: 27-38, plate 22. (2004).	Mey, W.  / Mey, W., ed.	Mey, W., ed.	Nepticulidae (Lepidoptera, Nepticuloidea)	The Lepidoptera of the Brandberg Massif in Namibia Part 1. Esperiana Memoir 1	01/01/2004	27–38					en
Journal Article	21	Herrich-Schäffer GAW. Systematische Bearbeitung der Schmetterlinge von Europa, zugleich als Text, Revision und Supplement zu Jakob Hübner's Sammlung europäischer Schmetterlinge, 5, Die Schaben und Federmotten. G. J. Manz, Regensburg, 289-394. (1855).	Herrich-Schäffer, G. A. W.  / Manz, G. J., ed.	Manz, G. J., ed.		Herrich-Schäffer GAW. Systematische Bearbeitung der Schmetterlinge von Europa, zugleich als Text, Revision und Supplement zu Jakob Hübner's Sammlung europäischer Schmetterlinge, 5, Die Schaben und Federmotten.	01/01/1855	289–394		Regensburg			de
Journal Article	22	Stonis JR, Diškus A, Remeikis A, Davis DR, Solis MA, Torres NC. The first record of Baccharis L. (Asteraceae) as a host-plant genus for Nepticulidae (Lepidoptera), with description of new Stigmella species from South America. Zootaxa 4136: 101-128. doi: 10.11646/zootaxa.4136.1.4. (2016).	Stonis, J. R., A. Diškus, A. Remeikis, D. R. Davis, M. A. Solis, and N. C. Torres		The first record of Baccharis L. (Asteraceae) as a host-plant genus for Nepticulidae (Lepidoptera), with description of new Stigmella species from South America	Zootaxa 4136	01/01/2016	101–128			http://dx.doi.org/10.11646/zootaxa.4136.1.4	10.11646/zootaxa.4136.1.4	en
Journal Article	23	Kemperman TCM, Wilkinson C, Kuroko H, Kumata T. Japanese species of the genus Stigmella (Nepticulidae: Lepidoptera). Insecta Matsumurana 32: 1-107. (1985).	Kemperman, T. C. M., C. Wilkinson, H. Kuroko, and T. Kumata		Japanese species of the genus Stigmella (Nepticulidae: Lepidoptera)	Insecta Matsumurana 32	01/01/1985	1–107					sn
Journal Article	24	Puplesis R, Diškus A. Strateginiu regionu taksonomines revizijos ir nauju rusiu aprasai. Strategic regional revisions with description of new species. In: Puplesis R, Diškus A (Eds) Nepticuloidea ir Tischerioidea (Lepidoptera) pasaulio ir lietuvos faunoje The Nepticuloidea & Tischerioidea (Lepidoptera) - a global review, with strategic regional revisions. Lutute publishers, Kaunas, 176-289. (2003).	Puplesis, R., and A. Diškus / Puplesis, R and A. Diškus, eds.	Puplesis, R and A. Diškus, eds.	Strateginiu regionu taksonomines revizijos ir nauju rusiu aprasai. Strategic regional revisions with description of new species	Nepticuloidea ir Tischerioidea (Lepidoptera) pasaulio ir lietuvos faunoje The Nepticuloidea & Tischerioidea (Lepidoptera) - a global review, with strategic regional revisions	01/01/2003	176–289	Lutute publishers	Kaunas			lv
Journal Article	25	Davis DR. Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea). Smithsonian Contributions to Zoology 478: 1-97. doi: 10.5479/si.00810282.478. (1989).	Davis, D. R.		Generic revision of the Opostegidae, with a synoptic catalogue of the world's species (Lepidoptera: Nepticuloidea)	Smithsonian Contributions to Zoology 478	01/01/1989	1–97			http://dx.doi.org/10.5479/si.00810282.478	10.5479/si.00810282.478	en
Journal Article	26	Braun AF. New species of Tineina from California. Entomological News 21: 171-179. (1910).	Braun, A. F.		New species of Tineina from California	Entomological News 21	01/01/1910	171–179					en
Journal Article	27	Stonis JR, Diškus A, Remeikis A, Schuster J. First discovery of Quercus feeding Nepticulidae (Lepidoptera) in Central America. Zootaxa 3737: 1-23. doi: 10.11646/zootaxa.3737.1.1. (2013).	Stonis, J. R., A. Diškus, A. Remeikis, and J. Schuster		First discovery of Quercus feeding Nepticulidae (Lepidoptera) in Central America	Zootaxa 3737	01/01/2013	1–23			http://dx.doi.org/10.11646/zootaxa.3737.1.1	10.11646/zootaxa.3737.1.1	en
Journal Article	28	Stonis JR, Remeikis A, Davis DR. Ten new species from the Patagonian Andes (Argentina and Chile), mostly belonging to a newly designated Stigmella purpurimaculae group (Lepidoptera: Nepticulidae). Zootaxa 3887: 321-353. doi: 10.11646/zootaxa.3887.3.3. (2014).	Stonis, J. R., A. Remeikis, and D. R. Davis		Ten new species from the Patagonian Andes (Argentina and Chile), mostly belonging to a newly designated Stigmella purpurimaculae group (Lepidoptera: Nepticulidae	Zootaxa 3887	01/01/2014	321–353			http://dx.doi.org/10.11646/zootaxa.3887.3.3	10.11646/zootaxa.3887.3.3	en
Journal Article	29	Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 4: 449-480. (1934).	Meyrick, E.		Exotic Microlepidoptera 4	Exotic Microlepidoptera	01/01/1934	449–480					ja
Journal Article	30	Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 1: 321-352. (1915).	Meyrick, E.		Exotic Microlepidoptera 1	Exotic Microlepidoptera	01/01/1915	321–352					ja
Journal Article	31	Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 3: 289-320. (1926).	Meyrick, E.		Exotic Microlepidoptera 3	Exotic Microlepidoptera	01/01/1926	289–320					ja
Journal Article	32	Klimesch J. Ergebnisse von Untersuchungen einiger Nepticuliden-Typen der Sammlung des Muséum national d'Histoire naturelle, Paris (Lep., Nepticulidae). Bulletin du Muséum National d'Histoire Naturelle 3e Série, Zoologie 221: 861-866. (1975).	Klimesch, J.		Ergebnisse von Untersuchungen einiger Nepticuliden-Typen der Sammlung des Muséum national d'Histoire naturelle, Paris (Lep., Nepticulidae)	Bulletin du Muséum National d'Histoire Naturelle 3e Série, Zoologie 221	01/01/1975	861–866					de
Journal Article	33	Meyrick E. Descriptions of Australian Tineina. Transactions of the Royal Society of South Australia 30: 33-66. (1906).	Meyrick, E.		Descriptions of Australian Tineina	Transactions of the Royal Society of South Australia 30	01/01/1906	33–66					en
Journal Article	34	Peyerimhoff Hd. Mitteilungen der Schweizerischen Entomologischen Gesellschaft 3: 409-415. (1871).	Peyerimhoff, Hd.			Mitteilungen der Schweizerischen Entomologischen Gesellschaft 3	01/01/1871	409–415					de
Journal Article	35	Freeman TN. A new species of Nepticula v. Heyd. on birch (Lepidoptera: Nepticulidae). Canadian Entomologist 94: 522-523. doi: 10.4039/Ent94522-5. (1962).	Freeman, T. N.		A new species of Nepticula v. Heyd. on birch (Lepidoptera: Nepticulidae)	Canadian Entomologist 94	01/01/1962	522–523					en
Journal Article	36	Meyrick E. Descriptions of South African Micro-Lepidoptera. Annals of the Transvaal Museum 6: 7-59. (1918).	Meyrick, E.		Descriptions of South African Micro-Lepidoptera	Annals of the Transvaal Museum 6	01/01/1918	7–59					en
Journal Article	37	Scoble MJ. Nepticulidae of southern Africa: a taxonomic revision of the genus Stigmella Schrank (Lepidoptera: Monotrysia). Annals of the Transvaal Museum 31: 1-129. (1978).	Scoble, M. J.		Nepticulidae of southern Africa: a taxonomic revision of the genus Stigmella Schrank (Lepidoptera: Monotrysia)	Annals of the Transvaal Museum 31	01/01/1978	1–129					en
Journal Article	38	Nieukerken EJ van, Laštuvka A, Laštuvka Z. Western Palaearctic Ectoedemia (Zimmermannia) Hering and Ectoedemia Busck s. str. (Lepidoptera: Nepticulidae): five new species and new data on distribution, hostplants and recognition. ZooKeys 32: 1-82. doi: 10.3897/zookeys.32.282. (2010).	van Nieukerken, E. J., A. Laštuvka, and Z Laštuvka		Western Palaearctic Ectoedemia (Zimmermannia) Hering and Ectoedemia Busck s. str. (Lepidoptera: Nepticulidae): five new species and new data on distribution, hostplants and recognition	ZooKeys 32	01/01/2010	1–82			http://dx.doi.org/10.3897/zookeys.32.282	10.3897/zookeys.32.282	en
Journal Article	39	Carolsfeld-Krausé AG. Some remarks on the synonymy of the Fagus feeding Nepticulae (Nepticulidae, Lepidoptera). Entomologiske Meddelelser 25: 299-310, figs. 291-296. (1949).	Carolsfeld-Krausé, A. G.		Some remarks on the synonymy of the Fagus feeding Nepticulae (Nepticulidae, Lepidoptera)	Entomologiske Meddelelser 25	01/01/1949	299–310					en
Journal Article	40	Stainton HT. A new species of Nepticula bred from birch, from Herefordshire (N. Woolhopiella). Entomologist's Monthly Magazine 24: 62. (1887).	Stainton, H. T.		A new species of Nepticula bred from birch, from Herefordshire (N. Woolhopiella)	Entomologist's Monthly Magazine 24	01/01/1887	62					en
Journal Article	41	Nieukerken EJ van, Berggren K. Ectoedemia rosae, a new species from the French Alps and Norway (Lepidoptera: Nepticulidae). Tijdschrift voor Entomologie 154: 181-191. (2011).	van Nieukerken, E. J., and K. Berggren		Ectoedemia rosae, a new species from the French Alps and Norway (Lepidoptera: Nepticulidae)	Tijdschrift voor Entomologie 154	01/01/2011	181–191					en
Conference Paper	42	Walsingham L. Revision of the West-Indian Micro-Lepidoptera, with descriptions of new species. Proceedings of the General Meetings for Scientific Business of the Zoological Society of London 1897: 54-183. (1897).	Walsingham, L.		Revision of the West-Indian Micro-Lepidoptera, with descriptions of new species	Proceedings of the General Meetings for Scientific Business of the Zoological Society of London 1897	01/01/1897	54–183					en
Miscellaneous	43	Hering EM. Bestimmungstabellen der Blattminnen von Europa, 3 vols. Junk, 's-Gravenhage: 1185 pp. (1957).	Hering, E. M.			Bestimmungstabellen der Blattminnen von Europa	01/01/1957	1185					de
Journal Article	44	Puplesis R, Robinson GS. A review of the Central and South American Nepticulidae (Lepidoptera) with special reference to Belize. Bulletin of the Natural History Museum London Entomology 69: 3-114. (2000).	Puplesis, R., and G. S. Robinson		A review of the Central and South American Nepticulidae (Lepidoptera) with special reference to Belize	Bulletin of the Natural History Museum London Entomology 69	01/01/2000	3–114					en
Journal Article	45	Wocke MF. Reise nach Finmarken. II. Microlepidoptera. Stettiner Entomologische Zeitung 23: 233-257. (1862).	Wocke, M. F.		Reise nach Finmarken. II	Microlepidoptera. Stettiner Entomologische Zeitung 23	01/01/1862	233–257					de
Journal Article	46	Puplesis RK. K sisteme molej-malyutok (Lepidoptera, Nepticulidae) palearkticeskoj fauny. (To the classification of nepticulids (Lepidoptera, Nepticulidae) of the Palaearctic fauna). Entomologicheskoe Obozrenie 63: 582-597. (1984).	Puplesis, R. K.		K sisteme molej-malyutok (Lepidoptera, Nepticulidae) palearkticeskoj fauny. (To the classification of nepticulids (Lepidoptera, Nepticulidae) of the Palaearctic fauna	Entomologicheskoe Obozrenie 63	01/01/1984	582–597					pl
Miscellaneous	47	Hübner J. Sammlung europäischer Schmetterlinge, 8. Tineae. Augsburg: pls. 1-71, 477 figs. pp. (1796-[1836]).	Hübner, J.			Sammlung europäischer Schmetterlinge, 8. Tineae	01/01/1796	1–71		Augsburg			de
Journal Article	48	Frey H. Revision der Nepticulen. Linnaea Entomologica 11: 351-446. (1857).	Frey, H.		Revision der Nepticulen	Linnaea Entomologica 11	01/01/1857	351–446					gl
Journal Article	49	Skala H. Neues über Miner. Zeitschrift des Wiener Entomologen-Vereines 26: 77-80. (1941).	Skala, H.		Neues über Miner	Zeitschrift des Wiener Entomologen-Vereines 26	01/01/1941	77–80					de
Book Chapter	50	Hering M. Die Blattminen Mittel- und Nord-Europas einschliesslich Englands. Bestimmungstabellen aller von Insektenlarven der verschiedenen Ordnungen erzeugten Minen. Lief. 6. Gustav Feller, Neubrandenburg, 631. (1937).	Hering, M.		Die Blattminen Mittel- und Nord-Europas einschliesslich Englands	Bestimmungstabellen aller von Insektenlarven der verschiedenen Ordnungen erzeugten Minen. Lief. 6	01/01/1937	631	Gustav Feller	Neubrandenburg			de
Journal Article	51	Johansson R. Notes on the Nepticulidae (Lepidoptera) I. A revision of the Nepticula ruficapitella group. Entomologica Scandinavica 2: 241-262. doi: 10.1163/187631271X00257. (1971).	Johansson, R.		Notes on the Nepticulidae (Lepidoptera) I. A revision of the Nepticula ruficapitella group	Entomologica Scandinavica 2	01/01/1971	241–262			http://dx.doi.org/10.1163/187631271X00257	10.1163/187631271X00257	en
Journal Article	52	Diškus A, Puplesis R. Catalogue of the world Nepticuloidea & Tischerioidea. In: Puplesis R, Diškus A (Eds) Nepticuloidea ir Tischerioidea (Lepidoptera) pasaulio ir lietuvos faunoje The Nepticuloidea & Tischerioidea (Lepidoptera) - a global review, with strategic regional revisions. Lutute publishers, Kaunas, 318-436. (2003).	Diškus, A., and R. Puplesis / Puplesis, R and A. Diškus, eds.	Puplesis, R and A. Diškus, eds.	Catalogue of the world Nepticuloidea & Tischerioidea	Nepticuloidea ir Tischerioidea (Lepidoptera) pasaulio ir lietuvos faunoje The Nepticuloidea & Tischerioidea (Lepidoptera) - a global review, with strategic regional revisions	01/01/2003	318–436	Lutute publishers	Kaunas			en
Journal Article	53	Stainton HT. Lepidoptera. New British species in 1855. Entomologist's Annual 1856: 26-45. (1856).	Stainton, H. T.		New British species in 1855	Entomologist's Annual 1856	01/01/1856	26–45					de
Journal Article	54	Szocs J. New Nepticula species from Hungary. Annales Historico-Naturales Musei Nationalis Hungarici 49 (sn 8): 321-323. (1957).	Szocs, J.		New Nepticula species from Hungary	Annales Historico-Naturales Musei Nationalis Hungarici 49 (sn 8)	01/01/1957	321–323					en
Journal Article	55	Skala H. Die Nepticulidae Oberösterreichs. Entomologischer Anzeiger 14: 29-32. (1934).	Skala, H.		Die Nepticulidae Oberösterreichs	Entomologischer Anzeiger 14	01/01/1934	29–32					de
Journal Article	56	Zeller PC. Die Gattungen der mit Augendeckeln versehenen blattminirenden Schaben. Linnaea Entomologica 3: 248-344, pl. 242. (1848).	Zeller, P. C.		Die Gattungen der mit Augendeckeln versehenen blattminirenden Schaben	Linnaea Entomologica 3	01/01/1848	248–344					de
Journal Article	57	Chambers VT. Micro-lepidoptera. Canadian Entomologist 5: 124-128. (1873).	Chambers, V. T.		Micro-lepidoptera	Canadian Entomologist 5	01/01/1873	124–128					en
Journal Article	58	Puplesis R, Diškus A. A review of the Stigmella sorbi species-group with descriptions of two new species from Turkmenistan and Tadzhikistan (Lepidoptera: Nepticulidae). Phegea 24: 171-182. (1996).	Puplesis, R., and A. Diškus		A review of the Stigmella sorbi species-group with descriptions of two new species from Turkmenistan and Tadzhikistan (Lepidoptera: Nepticulidae)	Phegea 24	01/01/1996	171–182					en
Book	59	Stainton HT. An attempt at a systematic catalogue of the British Tineidae & Pterophoridae. John van Voorst, London: iv+ 32 pp. (1849).	Stainton, H. T.			An attempt at a systematic catalogue of the British Tineidae & Pterophoridae	01/01/1849	32	John van Voorst	London			en
Journal Article	60	Puplesis R, Robinson GS. Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family. Bulletin of the Natural History Museum London Entomology 68: 1-92. doi: http://biodiversitylibrary.org/part/76471. (1999).	Puplesis, R., and G. S. Robinson		Revision of the Oriental Opostegidae (Lepidoptera) with general comments on phylogeny within the family	Bulletin of the Natural History Museum London Entomology 68	01/01/1999	1–92			http://dx.doi.org/http://biodiversitylibrary.org/part/76471	http://biodiversitylibrary.org/part/76471	en
Journal Article	61	McDunnough J. Check list of the Lepidoptera of Canada and the United States of America, 2. Microlepidoptera. Memoirs of the Southern California Academy of Sciences 2: 1-171. (1939).	McDunnough, J.		Check list of the Lepidoptera of Canada and the United States of America, 2. Microlepidoptera	Memoirs of the Southern California Academy of Sciences 2	01/01/1939	1–171					en
Journal Article	62	Klimesch J. Beitrag zur Kenntnis der Nepticulidenfauna von Anatolien und der Insel Rhodos (Lepidoptera, Nepticulidae). Tijdschrift voor Entomologie 121: 239-278. doi: http://biostor.org/reference/49889. (1978).	Klimesch, J.		Beitrag zur Kenntnis der Nepticulidenfauna von Anatolien und der Insel Rhodos (Lepidoptera, Nepticulidae)	Tijdschrift voor Entomologie 121	01/01/1978	239–278			http://dx.doi.org/http://biostor.org/reference/49889	http://biostor.org/reference/49889	de
Journal Article	63	Minet J. Un nom de remplacement pour le premier Nepticulidae signalé de Madagascar (Lep., Nepticulina). Bulletin de la Société Entomologique de France 109: 366. (2004).	Minet, J.		Un nom de remplacement pour le premier Nepticulidae signalé de Madagascar (Lep., Nepticulina)	Bulletin de la Société Entomologique de France 109	01/01/2004	366					fr
Book	64	Krassilov V. Traumas on fossil leaves from the Cretaceous of Israel. In: Krassilov V, Rasnitsyn A (Eds) Plant-arthropod interactions in the early angiosperm history: evidence from the Cretaceous of Israel. Pensoft Publishers & BRILL, Sofia & Leiden, 7-187. (2008).	Krassilov, V.,  / Krassilov, V. and A. Rasnitsyn, eds.	Krassilov, V. and A. Rasnitsyn, eds.	Traumas on fossil leaves from the Cretaceous of Israel	Plant-arthropod interactions in the early angiosperm history: evidence from the Cretaceous of Israel	01/01/2008	7–187	Pensoft Publishers & BRILL	Sofia & Leiden			en
Conference Paper	65	Turner AJ. New Australian Micro-Lepidoptera. Transactions and Proceedings of the Royal Society of South Australia 47: 165-194. (1923).	Turner, A. J.		New Australian Micro-Lepidoptera	Transactions and Proceedings of the Royal Society of South Australia 47	01/01/1923	165–194					en
Journal Article	66	Weber P. Über Mikrolepidopteren. Beschreibung neuer Arten und Formen aus der Schweiz, sowie Angaben über weniger bekannte Arten. Mitteilungen der Schweizerischen Entomologischen Gesellschaft 16: 666-672. (1937).	Weber, P.		Beschreibung neuer Arten und Formen aus der Schweiz, sowie Angaben über weniger bekannte Arten	Mitteilungen der Schweizerischen Entomologischen Gesellschaft 16	01/01/1937	666–672					de
Journal Article	67	Nieukerken EJ van. The Trifurcula subnitidella group (Lepidoptera: Nepticulidae): taxonomy, distribution and biology. Tijdschrift voor Entomologie 133: 205-238. (1990).	van Nieukerken, E. J.,		The Trifurcula subnitidella group (Lepidoptera: Nepticulidae): taxonomy, distribution and biology	Tijdschrift voor Entomologie 133	01/01/1990	205–238					en
Journal Article	68	Chrétien P. Les chenilles de Lins. Naturaliste Paris 26: 162-164. (1904).	Chrétien, P.		Les chenilles de Lins	Naturaliste Paris 26	01/01/1904	162–164					fr
Journal Article	69	Davis DR. New leaf-mining moths of the family Nepticulidae from Florida. Florida Entomologist 61: 209-224. (1978).	Davis, D. R.		New leaf-mining moths of the family Nepticulidae from Florida	Florida Entomologist 61	01/01/1978	209–224					en
Journal Article	70	Puplesis R, Diškus A, Robinson GS. New Neotropical Nepticulidae (Lepidoptera) from the western Amazonian rainforest and the Andes of Ecuador. Bulletin of the Natural History Museum London Entomology 71: 19-58. (2002).	Puplesis, R., A. Diškus, and G. S. Robinson		New Neotropical Nepticulidae (Lepidoptera) from the western Amazonian rainforest and the Andes of Ecuador	Bulletin of the Natural History Museum London Entomology 71	01/01/2002	19–58					en
Journal Article	71	Meyrick E. Descriptions of South African Micro-Lepidoptera, 5. Annals of the Transvaal Museum 4: 187-205. (1914).	Meyrick, E.		Descriptions of South African Micro-Lepidoptera, 5	Annals of the Transvaal Museum 4	01/01/1914	187–205					en
Journal Article	72	Hübner J. Verzeichniss bekannter Schmetterlinge. Augsburg: 1-431, 431-472 pp. (1816-1826).	Hübner, J.			Verzeichniss bekannter Schmetterlinge	01/01/1816	431–472		Augsburg			de
Journal Article	73	Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 4: 289-320. (1932).	Meyrick, E.		Exotic Microlepidoptera 4	Exotic Microlepidoptera	01/01/1932	289–320					ja
Journal Article	74	Larsen CS. Upon some new and little-known species and aberrations of Microlepidoptera from Denmark. Entomologiske Meddelelser 17: 1-6, pl. 1. (1927).	Larsen, C. S.		Upon some new and little-known species and aberrations of Microlepidoptera from Denmark	Entomologiske Meddelelser 17	01/01/1927	1–6					en
Journal Article	75	Glitz CT. Neue Microlepidopteren. Stettiner Entomologische Zeitung 33: 23-26. doi: http://biostor.org/reference/111632. (1872).	Glitz, C. T.		Neue Microlepidopteren	Stettiner Entomologische Zeitung 33	01/01/1872	23–26			http://dx.doi.org/http://biostor.org/reference/111632	http://biostor.org/reference/111632	de
Journal Article	76	Klimesch J. Über neue mediterrane und kanarische Nepticuliden (Lep., Nepticulidae). Mitteilungen der Münchner Entomologischen Gesellschaft 65: 1-28. (1975).	Klimesch, J.		Über neue mediterrane und kanarische Nepticuliden (Lep., Nepticulidae)	Mitteilungen der Münchner Entomologischen Gesellschaft 65	01/01/1975	1–28					de
